production,population,gdp,famine
56681.0,66085803.0,311823003531.215,0
55796.0,67007855.0,404786740091.19604,0
56677.0,67903406.0,501416301726.704,0
57024.0,68763405.0,552486912845.6421,0
56741.0,69597281.0,675770112825.236,0
58335.0,70440032.0,764335657318.479,0
58101.0,71339185.0,644639902580.645,0
57954.0,72326914.0,771876791231.838,0
60363.0,73409455.0,832546270783.83,0
61251.0,74569867.0,873981786532.072,0
61482.0,75787333.0,950595270314.2959,0
33.0,90500.0,159594493.548808,0
35.0,93500.0,164206537.561675,0
39.0,96500.0,180036768.87301,0
37.0,99500.0,215507164.034258,0
39.0,104000.0,263108834.53668398,0
42.0,112000.0,358815681.903215,0
48.0,120000.0,413634335.270097,0
52.0,125500.0,505892512.861927,0
54.0,128500.0,542294864.81243,0
54.0,131000.0,637400199.110489,0
54.0,132500.0,816647865.83143,0
53.0,134000.0,798310509.647434,0
52.0,136000.0,837616756.5337371,0
48.0,137500.0,846007597.720396,0
49.0,138500.0,1047225130.2433301,0
54.0,140050.0,1182457142.6064801,0
53.0,142650.0,972563810.230325,0
57.0,145700.0,904619629.7972679,0
53.0,148700.0,823832940.450511,0
58.0,151650.0,796018978.4713,0
58.0,154450.0,854823821.723177,0
60.0,157350.0,1201262517.87644,0
65.0,160500.0,1488113532.28584,0
64.0,163650.0,2072735787.3177898,0
68.0,166898.0,2185072798.33184,0
67.0,170899.0,2529310103.83608,0
65.0,175362.0,2653781596.46008,0
67.0,179799.0,2923764926.39718,0
68.0,184496.0,3070161471.0445104,0
70.0,189482.0,3038727617.03901,0
69.0,193816.0,3628440274.67,0
66.0,197564.0,3606968433.9268203,0
66.0,201418.0,3291489840.57141,0
73.0,205279.0,3158806480.26107,0
73.0,209214.0,3056999988.09146,0
74.0,213230.0,2682347064.3642,0
37.0,93438.0,176534589.603389,0
40.0,96732.0,215659455.017302,0
40.0,100029.0,220984369.12915,0
42.0,103386.0,259590076.29300097,0
42.0,106857.0,242943776.86229903,0
46.0,110495.0,254035999.21719703,0
42.0,114313.0,296613496.873269,0
48.0,118279.0,325843254.667123,0
49.0,122356.0,431254103.046477,0
52.0,126486.0,555337985.682991,0
53.0,130619.0,690319754.9111919,0
53.0,134748.0,732286143.3429099,0
56.0,138864.0,793193187.41557,0
57.0,143032.0,1005573294.20763,0
62.0,147296.0,1215031775.26795,0
58.0,151708.0,1362151523.68993,0
63.0,156243.0,1279972866.3817198,0
67.0,160888.0,1286462642.6369698,0
66.0,165613.0,1335895286.3918,0
72.0,170396.0,1378991403.37881,0
71.0,175204.0,1507230778.89921,0
79.0,180075.0,2301514717.29807,0
76.0,184950.0,2543199148.3893,0
77.0,189738.0,2687472829.62988,0
77.0,194252.0,2636461517.1052,0
82.0,198375.0,3181206304.81549,0
84.0,202016.0,3267367609.89528,0
85.0,205266.0,3558215110.24809,0
88.0,208345.0,3694600399.89225,0
87.0,211579.0,3522272321.40766,0
88.0,215196.0,3982374845.9270897,0
87.0,219283.0,3954696873.7489204,0
89.0,223731.0,3567062511.8729296,0
95.0,228376.0,3775160797.38928,0
94.0,232952.0,3797016068.69688,0
99.0,237258.0,3447543137.9415,0
62.0,158385.0,42463576.1589404,0
64.0,163935.0,44781456.9536424,0
69.0,169960.0,47935843.7935844,0
69.0,176356.0,57829787.2340425,0
69.0,182953.0,109503546.099291,0
70.0,189637.0,127154929.57746498,0
73.0,196357.0,141902097.902098,0
74.0,203124.0,141268980.477223,0
74.0,209885.0,168610478.359909,0
84.0,216595.0,189535398.23008898,0
52.0,218000.0,215089005.235602,0
56.0,227000.0,244468292.682927,0
56.0,234000.0,284853358.561968,0
60.0,242000.0,322326642.335766,0
67.0,245000.0,355884383.08887005,0
69.0,255000.0,398988954.970263,0
72.0,262000.0,450382327.952421,0
71.0,264000.0,508223602.37893,0
75.0,271000.0,540096397.621071,0
78.0,280000.0,589239753.610875,0
83.0,286000.0,624337145.284622,0
86.0,292000.0,870179738.562091,0
87.0,297000.0,897031250.0,0
93.0,304000.0,1052121055.97238,0
95.0,312000.0,1226829564.81545,0
95.0,321000.0,1163362434.32768,0
102.0,333000.0,1575200390.9349,0
103.0,349000.0,1868383459.8434699,0
110.0,362000.0,2271646188.1447396,0
111.0,360000.0,2345294878.6681,0
115.0,367000.0,2588176058.41146,0
120.0,377000.0,2774351757.7811103,0
122.0,385000.0,2886170570.48769,0
128.0,393000.0,3295011380.8096,0
756.0,4055265.0,1019966666.66667,0
645.0,4144565.0,1009455483.8709699,0
732.0,4236801.0,1488804123.71134,0
732.0,4331277.0,1792800000.0,0
779.0,4426580.0,1756454248.36601,0
840.0,4520725.0,3863185119.0476203,0
889.0,4612228.0,4140470000.0,0
928.0,4700779.0,4308351902.78601,0
926.0,4786640.0,4389965590.96538,0
975.0,4869626.0,4635267224.84195,0
971.0,4949660.0,4855717874.68247,0
1032.0,5026796.0,5107329007.0922,0
1134.0,5100750.0,5323146565.70315,0
1153.0,5171734.0,5224213017.54386,0
1177.0,5240879.0,5322454925.84746,0
1227.0,5309703.0,5795568204.64532,0
1254.0,5379328.0,6321335612.22233,0
1294.0,5450211.0,6763671610.70006,0
1317.0,5522106.0,7423377429.05927,0
1325.0,5594506.0,8496965842.2767,0
1358.0,5666581.0,8298695144.915071,0
1397.0,5737723.0,8758622328.66963,0
1429.0,5807820.0,9774316692.15985,0
1451.0,5877108.0,10532001129.67,0
1545.0,5945747.0,10982972256.3787,0
3043.0,3406299.0,654100200.0,0
3061.0,3521278.0,824100000.0,0
2964.0,3638628.0,940799900.0,0
3452.0,3757956.0,1025599900.0,0
3460.0,3878948.0,888100000.0,0
3541.0,4001375.0,983900000.0,0
3858.0,4125109.0,1034800000.0,0
3561.0,4250025.0,1079100000.0,0
4123.0,4376054.0,1230500000.0,0
4285.0,4503114.0,1485400100.0,0
4446.0,4631114.0,1666400000.0,0
4261.0,4759934.0,1987300000.0,0
4167.0,4889436.0,2344699900.0,0
4429.0,5019473.0,2925600000.0,0
4628.0,5149935.0,3599300100.0,0
4613.0,5280723.0,3951399900.0,0
4544.0,5411865.0,4587100200.0,0
4390.0,5543517.0,4774400000.0,0
4901.0,5675931.0,5498800100.0,0
4355.0,5809269.0,6631000100.0,0
4985.0,5943591.0,7266999800.0,0
5060.0,6078820.0,7964000300.0,0
4849.0,6214857.0,8622000100.0,0
4644.0,6351572.0,10330399700.0,0
4752.0,6488856.0,5044592912.6775,0
5344.0,6626542.0,6122197810.1435795,0
5605.0,6764624.0,5826987203.495629,0
5929.0,6903316.0,5374315190.18405,0
5545.0,7042937.0,6686592728.70663,0
5216.0,7183647.0,7073674721.12418,0
5666.0,7325622.0,9724402004.34906,0
5706.0,7468551.0,11277676879.9612,0
6110.0,7611465.0,12976408000.0,0
6470.0,7753052.0,14511134920.6349,0
6820.0,7892423.0,16358496124.031,0
7249.0,8029113.0,18131813000.6281,0
7679.0,8163472.0,19593869595.0191,0
7614.0,8296375.0,21171523985.0642,0
8087.0,8429112.0,21709726722.118,0
8582.0,8562622.0,23996063503.0497,0
8161.0,8697126.0,24892521236.9553,0
8498.0,8832285.0,26571620978.7885,0
8497.0,8967760.0,21277165885.6865,0
8528.0,9102998.0,22039232609.9553,0
8912.0,9237566.0,34004033803.9438,0
9343.0,9371338.0,35952845582.5029,0
9531.0,9504353.0,44169678153.1566,0
10373.0,9636520.0,48288967303.4896,0
10627.0,9767758.0,48376555305.6902,0
10924.0,9897985.0,53954579003.5277,0
10989.0,10027095.0,57746684847.0898,0
11458.0,10154950.0,60613645121.3529,0
11633.0,10281296.0,61965942056.6828,0
1024.0,4545339.0,991047619.047619,0
1032.0,4638275.0,1040952380.9523801,0
1050.0,4737627.0,1085714285.7142901,0
1148.0,4842167.0,1214666666.6666698,0
1117.0,4950153.0,1289904761.90476,1
1256.0,5060397.0,1439238095.2381,1
1150.0,5172691.0,1685217058.71103,1
1148.0,5287543.0,2237476420.03773,1
1181.0,5405355.0,2730787476.28084,1
1312.0,5526764.0,3545933562.42841,0
1333.0,5652476.0,4328610489.68432,0
1328.0,5781796.0,4507929104.477611,0
1340.0,5915006.0,5109324009.32401,0
1365.0,6054911.0,5968044209.51466,0
1411.0,6205212.0,7188191881.91882,0
1468.0,6368167.0,8744134354.16152,0
1484.0,6545024.0,8428513568.24625,0
1691.0,6733961.0,8133401049.60217,0
1687.0,6930387.0,8350176782.55746,0
1769.0,7127941.0,8254891864.057671,0
2037.0,7321876.0,8410185739.96405,0
2177.0,7509756.0,9018136020.151129,0
2155.0,7692254.0,9696271268.25148,0
2304.0,7871459.0,10096292842.1543,0
2301.0,8050932.0,10102075213.3151,0
2373.0,8232797.0,12290568181.8182,0
2441.0,8417684.0,13074782608.6957,0
2335.0,8603225.0,15497286295.7938,0
2412.0,8784888.0,14608946896.483,0
2438.0,8956596.0,15632463424.2784,0
2557.0,9113975.0,18030876599.3444,0
2785.0,9256037.0,19587322786.1105,0
2860.0,9384152.0,20746360430.4187,0
2938.0,9499395.0,21803372266.6198,0
2978.0,9603742.0,22943685719.102997,0
3241.0,9699197.0,21473188881.5933,0
3259.0,9785701.0,22066101341.4888,0
3525.0,9864326.0,23142294436.2383,0
3534.0,9939678.0,27453084982.5378,0
3547.0,10017601.0,31183139301.4853,0
3790.0,10102482.0,32273007553.5687,0
3574.0,10196136.0,34378437265.2141,0
4209.0,10298087.0,38908069299.204,0
3813.0,10407336.0,44856586316.0458,0
4922.0,10521834.0,43454935940.1614,0
4652.0,10639931.0,44050929160.2627,0
4907.0,10761467.0,45810626509.4474,0
5084.0,10886668.0,45044112939.3687,0
5087.0,11014558.0,46251061734.4741,1
3186.0,73411.0,36370370.370370395,0
3442.0,74242.0,45170370.370370395,0
3607.0,74925.0,44296296.2962963,0
3718.0,75314.0,59100000.0,0
3848.0,75375.0,66218518.51851851,0
3781.0,75170.0,72051851.85185179,0
4204.0,74747.0,79925925.92592591,0
4359.0,74213.0,89848148.14814809,0
4439.0,73643.0,98585185.18518521,0
4635.0,73025.0,112074074.074074,0
4793.0,72370.0,126348148.148148,0
4608.0,71742.0,143766666.66666698,0
4730.0,71242.0,153374074.074074,0
5336.0,70926.0,166322222.222222,0
5435.0,70842.0,180437037.03703701,0
5490.0,70970.0,191759259.25925902,0
5276.0,71210.0,200418518.51851898,0
5502.0,71373.0,215459259.25925902,0
5730.0,71368.0,224037037.03703701,0
6048.0,71145.0,236444444.444444,0
5779.0,70753.0,245781481.48148102,0
6318.0,70290.0,258440740.740741,0
6509.0,69903.0,267740740.740741,0
6461.0,69676.0,335845814.814815,0
6202.0,69670.0,343119370.37037003,0
6591.0,69824.0,337695740.740741,0
7048.0,70093.0,350091222.22222203,0
7388.0,70379.0,374771481.481481,0
7220.0,70627.0,370370370.37037003,0
7337.0,70807.0,390370370.37037003,0
7719.0,70950.0,421375851.851852,0
7815.0,71074.0,458190185.18518496,0
8055.0,71229.0,489074333.333333,0
8863.0,71440.0,493824407.40740705,0
8356.0,71718.0,501025303.333333,0
8587.0,72044.0,485997988.14814806,0
9115.0,72400.0,501979277.037037,0
13.0,16982315.0,4552914000.0,0
13.0,17500171.0,4968603735.58222,0
13.0,18033550.0,4838841455.55556,0
14.0,18581974.0,5992169466.66667,0
14.0,19144223.0,5790247619.047621,0
15.0,19721462.0,5452762962.96296,0
14.0,20311371.0,5727195020.23203,0
16.0,20905059.0,5918455409.8099,0
16.0,21490945.0,6405427873.70755,0
16.0,22061215.0,7198360460.198871,0
16.0,22611986.0,7820380970.53674,0
16.0,23146803.0,8671358732.68486,0
15.0,23674504.0,10315760000.3394,0
17.0,24208021.0,12370029583.6419,0
18.0,24756973.0,13098633901.8673,0
18.0,25323406.0,15341403660.4698,0
17.0,25905127.0,19470960619.1297,0
17.0,26502166.0,23263511958.0509,0
21.0,27113512.0,27940411250.2732,0
23.0,27737900.0,33400735644.0481,0
24.0,28375991.0,36388366869.0309,0
25.0,29027162.0,38968039721.748,0
25.0,29687094.0,38729822781.5997,0
25.0,30350086.0,38253120737.9671,0
26.0,31011688.0,34894411351.983,0
28.0,31669776.0,34942489683.9712,0
27.0,32324325.0,36373307085.0887,0
24.0,32975535.0,39212550050.4223,0
25.0,33624444.0,39540080200.3938,0
25.0,34271565.0,40274204595.2296,0
26.0,34916766.0,41239551378.2482,0
27.0,35558682.0,49279585355.0948,0
25.0,36195168.0,55802538219.0264,0
26.0,36823537.0,81703500846.0364,0
25.0,37441977.0,92507279383.0387,0
26.0,38049038.0,97160109277.8087,0
23.0,38645411.0,106659508271.255,0
27.0,39234062.0,98443739941.1664,0
27.0,39819279.0,86186158684.7685,0
28.0,40403958.0,99886577330.7271,0
31.0,40988909.0,98203546156.3102,0
31.0,41572491.0,97933391976.08301,0
30.0,42152151.0,94684584162.77301,0
31.0,42724163.0,117074863821.85,0
32.0,43285634.0,146566266310.568,0
28.0,43835722.0,162590145579.958,0
29.0,44374572.0,207416490982.99,0
28.0,44901544.0,243982436734.233,0
26.0,45416181.0,233821670220.29398,0
23.0,45918097.0,287018179193.92303,0
25.0,46406646.0,335415162155.574,0
27.0,46881475.0,369659697842.885,0
27.0,47342981.0,380191876348.93,0
3092.0,3764813.0,612518906.826491,0
3455.0,3838097.0,669722541.277818,0
3294.0,3913395.0,721142957.311474,0
3809.0,3990857.0,812543072.505384,0
3825.0,4070590.0,908874537.0370369,0
4030.0,4152668.0,994044553.8720539,0
4143.0,4237125.0,1084059814.81481,0
4383.0,4324064.0,908874537.0370369,0
4527.0,4413590.0,964615698.6531991,0
4757.0,4505778.0,1017171717.1717199,0
4994.0,4600591.0,1095454545.45455,0
5039.0,4698083.0,1257615644.9793198,0
5327.0,4798509.0,1263018490.7546198,0
5628.0,4902168.0,2100249875.06247,0
5866.0,5009257.0,2404697651.1744103,0
6852.0,5119833.0,2732083958.02099,0
6908.0,5233677.0,3227436281.85907,0
7490.0,5350322.0,3758220889.55522,0
7541.0,5469123.0,4421343606.18135,0
7681.0,5589575.0,4537487842.57749,0
8161.0,5711599.0,5891606676.18271,0
8035.0,5835182.0,5594118400.16731,0
8237.0,5959960.0,5422656261.71049,0
8586.0,6085496.0,6169481549.374821,0
8435.0,6211550.0,5377277406.71638,0
8692.0,6337893.0,3959379487.6064,0
8886.0,6464732.0,4347956298.51327,0
9217.0,6592787.0,4597615562.66594,0
9461.0,6723046.0,4715978868.216129,0
9627.0,6856244.0,4867582620.20708,0
9199.0,6992521.0,5343274311.56789,0
9096.0,7131707.0,5643893347.00679,0
9740.0,7273825.0,5734676560.92471,0
10218.0,7418861.0,5981244886.917,0
10601.0,7566714.0,6715220507.05164,0
10889.0,7717443.0,7396966657.470541,0
11294.0,7870855.0,7925673448.41368,0
11100.0,8026254.0,8497545598.08352,0
11685.0,8182712.0,8285075872.27307,0
11049.0,8339512.0,8397912509.09679,0
11408.0,8496375.0,8141537937.61068,0
11569.0,8653345.0,7905485216.17852,0
12192.0,8810420.0,8082364868.39357,0
12283.0,8967741.0,8773451738.911291,0
12353.0,9125409.0,9549077869.1065,0
12728.0,9283334.0,11451869164.7112,0
13626.0,9441444.0,13120159975.5451,0
13790.0,9599855.0,16674324634.2373,0
13617.0,9758748.0,17339992165.2422,0
13260.0,9918242.0,19649631308.1648,0
13624.0,10078343.0,23963033443.8518,0
14195.0,10239004.0,27084497539.7974,0
14840.0,10400264.0,30659338929.0883,0
1172.0,3694205.0,618245639.221382,0
1220.0,3841071.0,645284344.6841179,0
1265.0,3996941.0,761047045.8304019,0
1258.0,4157965.0,921063266.4455211,0
1372.0,4321791.0,919771356.426097,0
1412.0,4487204.0,1024103034.29198,0
1451.0,4656353.0,1082922892.15202,0
1558.0,4834279.0,1281281245.67032,0
1458.0,5027971.0,1361360157.26999,0
1576.0,5242395.0,1455482990.24143,0
1646.0,5479338.0,1584128262.0893302,0
1674.0,5737281.0,1849400599.7755802,0
1693.0,6013862.0,2508421234.8557,0
1796.0,6305287.0,3070151901.06383,0
1910.0,6608609.0,3893839190.26806,0
1962.0,6922982.0,4662053707.7763,0
1818.0,7248828.0,6265067857.86534,0
1882.0,7585914.0,7900524897.8644,0
1875.0,7934279.0,9142935857.947659,0
1979.0,8293675.0,10175615441.8127,0
1961.0,8664057.0,8432588483.85263,0
1992.0,9044473.0,7567109766.611291,0
1551.0,9432731.0,6838185418.53642,0
1963.0,9826055.0,6841638714.5454,0
2088.0,10222558.0,6977650069.33578,0
2067.0,10620267.0,9158302205.36237,0
2149.0,11019651.0,10087653189.3287,0
2193.0,11424260.0,10255170459.986,0
2145.0,11839243.0,9757410614.0812,0
2156.0,12267754.0,10795850106.9547,0
2369.0,12710008.0,10492628915.4927,0
2323.0,13163019.0,11152971316.074,0
2350.0,13622731.0,11045759468.9412,0
2403.0,14083611.0,8313557450.25213,0
2576.0,14540820.0,11000146839.497,0
2577.0,14995249.0,12139234938.7863,0
2675.0,15445986.0,11722142706.1278,0
2591.0,15884552.0,12612033728.8572,0
2840.0,16300233.0,12376639822.9265,0
2915.0,16686561.0,10717022462.6859,0
2948.0,17040152.0,11192560827.2962,0
3020.0,17366517.0,12346919216.1359,0
3007.0,17679355.0,15306602560.2533,0
2989.0,17997738.0,16554441846.5192,0
3134.0,18336303.0,17084928927.4555,0
3050.0,18699435.0,17800887796.4987,0
3129.0,19085941.0,20343635319.6174,0
3165.0,19497986.0,24224903099.6283,0
3269.0,19936366.0,24277493862.0625,0
3389.0,20401331.0,24884505034.5564,0
3476.0,20895311.0,25381616734.0693,0
3446.0,21418603.0,27040562587.1771,0
3526.0,21966312.0,31273049200.242996,0
558.0,3295293.0,836493109.152284,0
674.0,3386863.0,857425916.243935,0
738.0,3481745.0,886387156.125059,0
779.0,3580312.0,939145851.154484,0
853.0,3682876.0,955834893.28571,0
899.0,3789211.0,984942988.0689551,0
947.0,3899237.0,984605369.32995,0
1022.0,4013539.0,1034293645.2571801,0
1052.0,4132844.0,983621024.1090381,0
1113.0,4257505.0,1024832915.0432801,0
1150.0,4388458.0,1058120427.1553401,0
1234.0,4525114.0,1280328245.00174,0
1218.0,4664444.0,1471913473.6003401,0
1253.0,4802348.0,1658273721.2858698,0
1302.0,4936209.0,2235746644.7423396,0
1400.0,5064674.0,2266860655.65881,0
1554.0,5189539.0,2320786490.70314,0
1690.0,5315265.0,2591178368.03735,0
1833.0,5448110.0,3226678628.31043,0
2053.0,5592646.0,3503282102.9574103,0
2228.0,5750338.0,3176771103.46059,0
2294.0,5920059.0,3109677455.66655,0
2356.0,6100495.0,2774199193.31559,0
2448.0,6289327.0,2705535756.06004,0
2499.0,6484738.0,2962199835.95355,0
2553.0,6686159.0,4189860416.1811795,0
2560.0,6893896.0,5040708115.084821,0
2656.0,7107976.0,4985153202.5374,0
2675.0,7328600.0,4913065110.5316105,0
3021.0,7555617.0,5716644272.046921,0
3108.0,7789653.0,5617236032.865561,0
3205.0,8029725.0,6004885321.34354,0
3252.0,8272170.0,5678827998.8247,0
3387.0,8512173.0,3877196914.93966,0
3470.0,8746606.0,4878719133.22771,0
3864.0,8974077.0,5065830414.04947,0
3815.0,9196528.0,4672503920.19866,0
3791.0,9418393.0,5030344074.0413,0
3825.0,9645957.0,5144045359.98185,0
3912.0,9884052.0,4679604753.55711,0
3812.0,10134497.0,4877602059.5098295,0
3868.0,10396861.0,5333862371.27113,0
3685.0,10670990.0,6858952880.10003,0
3898.0,10955944.0,8031344381.09898,0
4127.0,11251266.0,8707015771.00113,0
4097.0,11556763.0,9358710935.433659,0
4199.0,11873557.0,11284603070.5653,0
4163.0,12203957.0,13439023281.4707,0
4332.0,12550917.0,12814961485.1001,0
4367.0,12916229.0,12948906288.5576,0
4509.0,13300910.0,14390776643.965,0
4766.0,13703513.0,14225310518.7856,0
4862.0,14120320.0,14851057084.776001,0
1121.0,112831.0,87350296.2962963,0
1173.0,114546.0,102094111.111111,0
1281.0,116290.0,123935518.518519,0
1293.0,117987.0,146341370.37037,0
1367.0,119594.0,167970111.11111102,0
1436.0,121154.0,182754000.0,0
1428.0,122740.0,197228777.777778,0
1483.0,124468.0,217663037.03703701,0
1560.0,126418.0,241273000.0,0
1555.0,128619.0,289689703.703704,0
1630.0,131034.0,319999000.0,0
1690.0,133533.0,366541074.07407403,0
1779.0,135956.0,415518111.111111,0
1986.0,138185.0,483962444.44444406,0
2109.0,140156.0,513753814.81481504,0
1994.0,141925.0,566894740.740741,0
2126.0,143565.0,574870407.407407,0
2137.0,145247.0,600005555.5555559,0
2425.0,147044.0,640449518.518518,0
2471.0,149004.0,662196185.185185,0
2575.0,151086.0,676949592.592593,0
2646.0,153183.0,737554888.888889,0
2723.0,155172.0,775934814.814815,0
2744.0,156949.0,784159222.222222,0
2820.0,158464.0,743808074.074074,0
3028.0,159763.0,748346592.592593,0
3377.0,160973.0,823837148.1481481,0
3399.0,162251.0,893107222.2222221,0
3386.0,163714.0,951207370.3703699,0
3668.0,165407.0,1134193629.62963,0
3757.0,167288.0,1277494148.14815,0
3995.0,169220.0,1282215407.40741,0
4114.0,171022.0,1262973407.40741,0
4335.0,172580.0,1381968259.25926,0
4236.0,173832.0,1437684814.81481,0
4499.0,174835.0,1436803333.3333302,0
4582.0,175660.0,1489928888.88889,0
15.0,8715123.0,5693005200.0,0
17.0,8869961.0,6914658400.0,0
15.0,9025300.0,8135150891.92025,0
16.0,9176052.0,9987709650.18094,0
16.0,9315373.0,11405957317.0732,0
16.0,9438442.0,13027415243.9024,0
17.0,9544271.0,13789579902.5579,0
18.0,9634680.0,14206158674.6988,0
20.0,9711392.0,17844705324.6753,0
23.0,9777290.0,19584443287.6712,0
23.0,9835177.0,19912889861.1111,0
23.0,9884213.0,20150254096.3855,0
23.0,9925623.0,20953510235.2941,0
25.0,9966733.0,22204940512.2235,0
26.0,10017059.0,24039383608.4235,0
28.0,10082989.0,22920490774.102,0
32.0,10168087.0,24226574634.0293,0
31.0,10269567.0,25213935012.0819,0
31.0,10379548.0,27458999472.2955,0
33.0,10486509.0,27023468665.8977,0
34.0,10582081.0,28645436569.1489,0
35.0,10663585.0,24316556025.6585,0
39.0,10733363.0,22085858243.2432,0
40.0,10794135.0,22367254864.8649,0
42.0,10850585.0,28448326756.7568,0
42.0,10906043.0,30429803651.2192,0
40.0,10961012.0,25017300000.0,0
41.0,11013983.0,25366200000.0,0
44.0,11064097.0,25736331247.1786,0
46.0,11110004.0,28364615241.6894,0
46.0,11150736.0,30565400000.0,0
43.0,11186542.0,31682400000.0,0
45.0,11217998.0,33590500000.0,0
47.0,11244885.0,35901200000.0,0
53.0,11266941.0,38203000000.0,0
55.0,11284253.0,42643836074.8,0
55.0,11296233.0,52742800000.0,0
53.0,11303687.0,58603900000.0,0
53.0,11309754.0,60806300000.0,0
54.0,11318602.0,62080000000.0,0
54.0,11333051.0,64328000000.0,0
53.0,11354651.0,68990000000.0,0
51.0,11382146.0,73141000000.0,0
55.0,11412167.0,77148000000.0,0
1828.0,3609800.0,5632460936.54576,0
2004.0,3638918.0,6066976682.67364,0
2090.0,3666537.0,6510239502.76489,0
2130.0,3694339.0,7159202706.48027,0
2125.0,3723168.0,8058681060.159,0
2070.0,3753012.0,8696460205.3397,0
2238.0,3784539.0,9514496703.397621,0
2216.0,3816486.0,10159934136.7838,0
2084.0,3847707.0,11063065083.4888,0
2168.0,3875763.0,12814123115.2613,0
2477.0,3903039.0,14583114840.0629,0
2319.0,3933004.0,17358610849.701,0
2470.0,3960612.0,22534253702.8686,0
3067.0,3985258.0,27145693810.1341,0
2846.0,4007313.0,32877805200.023,0
2889.0,4026152.0,35942270686.3374,0
2790.0,4043205.0,41508030431.1074,0
2838.0,4058671.0,46523091009.6713,0
2821.0,4072517.0,53132244623.9213,0
3277.0,4085620.0,64439382896.0156,0
3596.0,4099702.0,63596654760.8677,0
3493.0,4114787.0,62647195537.6511,0
3442.0,4128432.0,61627240831.0948,0
3635.0,4140099.0,62057955032.7758,0
3778.0,4152516.0,65416879914.3907,0
3771.0,4167354.0,78693253275.995,0
3653.0,4186905.0,94230055658.6271,0
3856.0,4209488.0,101900260856.22198,0
3740.0,4226901.0,102633789557.535,0
3548.0,4241473.0,119791683307.50699,0
3442.0,4261732.0,121872464483.487,0
3338.0,4286401.0,130838040067.584,0
3029.0,4311991.0,120579072750.596,0
2839.0,4336613.0,127131461119.92699,0
3132.0,4359184.0,152027402449.80402,0
3540.0,4381336.0,163517783497.163,0
3643.0,4405157.0,161354369892.838,0
3837.0,4431464.0,154165219811.53302,0
4943.0,4461913.0,162286003692.686,0
5717.0,4490967.0,171315639982.731,0
6025.0,4513751.0,174003247439.305,0
6309.0,4538159.0,195418347152.985,0
6796.0,4564855.0,228752436371.85397,0
6637.0,4591910.0,264357494659.388,0
6697.0,4623291.0,308722079937.912,0
6580.0,4660677.0,345424664369.357,0
6254.0,4709153.0,401082621082.62103,0
5976.0,4768212.0,462554432624.114,0
6396.0,4828726.0,386622457579.95,0
5633.0,4889252.0,429130952709.224,0
5745.0,4953088.0,498831558925.86,0
5798.0,5018573.0,510229136226.90204,0
6172.0,5079623.0,523502127659.574,0
1380.0,30875964.0,5111621013.54303,0
1429.0,31697616.0,5339520612.99374,0
1394.0,32534021.0,5579168509.50907,0
1394.0,33377259.0,6109112149.53271,0
1460.0,34216826.0,6861743341.40436,0
1432.0,35046273.0,7682491836.222059,0
1454.0,35863382.0,8266003570.51773,0
1443.0,36673642.0,8763960703.205791,0
1469.0,37488067.0,9616725366.346642,0
1412.0,38322022.0,9015166839.80885,0
1396.0,39187702.0,11437965585.2696,0
1491.0,40089032.0,13360476861.9662,0
1509.0,41026477.0,14636028766.883001,0
1564.0,42004655.0,14849909490.6004,0
1527.0,43027816.0,18150000571.4286,0
1626.0,44099142.0,22912500555.5556,0
1605.0,45216506.0,23405404729.7297,0
1568.0,46379620.0,25592365394.0887,0
1542.0,47594556.0,28137369499.4179,0
1603.0,48868951.0,30642873038.0563,0
1538.0,50204985.0,34689560464.8728,0
1604.0,51607703.0,35880262675.3976,0
1660.0,53066229.0,40507934171.249,0
1699.0,54547296.0,35044634014.7643,0
1687.0,56006573.0,39648442534.0768,0
1661.0,57412215.0,43130416913.4141,0
1712.0,58752390.0,36970555898.9698,0
1717.0,60035536.0,41855986519.4235,0
1737.0,61275601.0,46578631452.58099,0
1798.0,62495745.0,51897983392.6453,0
1751.0,63714386.0,60159245060.4542,0
1825.0,64933456.0,67629716981.1321,0
1838.0,66151117.0,78436578171.0914,0
1853.0,67378056.0,84828807556.0803,0
1898.0,68626664.0,90710704806.8416,0
1858.0,69905988.0,99838543960.0763,0
1938.0,71226940.0,97632008709.85301,0
1976.0,72590118.0,87850683978.6691,0
2017.0,73981942.0,82924503942.6381,0
2019.0,75381899.0,78845185293.4964,0
2083.0,76778149.0,89685725230.2517,0
2047.0,78159048.0,107484034870.974,0
2094.0,79537253.0,130478960092.49901,0
2181.0,80953881.0,162818181818.182,0
2144.0,82465022.0,188982374700.805,0
2062.0,84107606.0,218888324504.75302,0
2125.0,85897561.0,236001858960.015,0
2079.0,87813257.0,279372758361.832,0
2146.0,89807433.0,288586231501.877,0
11488.0,298188.0,98400000.0,0
12333.0,306328.0,103500000.0,0
13252.0,314528.0,110000000.0,0
13671.0,322997.0,120850000.0,0
14448.0,331793.0,138650000.0,0
15317.0,341133.0,171100000.0,0
14818.0,350751.0,198450000.0,0
15907.0,359733.0,220600000.0,0
16237.0,366848.0,233450000.0,0
16337.0,371273.0,247150000.0,0
16820.0,372623.0,270650000.0,0
17027.0,371324.0,287600000.0,0
17878.0,368344.0,305300000.0,0
18767.0,365099.0,368600000.0,0
20058.0,362654.0,465000000.0,0
21160.0,361364.0,505500000.0,0
21046.0,361043.0,641000000.0,0
22395.0,361457.0,735500000.0,0
24152.0,362125.0,783000000.0,0
25216.0,362777.0,794900000.0,0
